n,k,"Wn,k1","Wn,k2","Wn,k3","Wn,k4","Wn,k5","Wn,k6","Wn,k7","Wn,k8","Wn,k9","Wn,k10","Wn,k11","Wn,k12","Wn,k13","Wn,k14","Wn,k15","Wn,k16","Wn,k17","Wn,k18","Wn,k19","Wn,k20","Wn,k21","Wn,k22","Wn,k23","Wn,k24","Wn,k25","Wn,k26","Wn,k27","Wn,k28","Wn,k29","Wn,k30","Wn,k31","Wn,k32","Wn,k33","Wn,k34","Wn,k35","Wn,k36","Wn,k37","Wn,k38","Wn,k39","Wn,k40","Wn,k41","Wn,k42","Wn,k43","Wn,k44","Wn,k45","Wn,k46","Wn,k47","Wn,k48","Wn,k49","Wn,k50","Wn,k51","Wn,k52","Wn,k53","Wn,k54","Wn,k55","Wn,k56","Wn,k57","Wn,k58","Wn,k59","Wn,k60","Wn,k61","Wn,k62","Wn,k63","Wn,k64","Wn,k65","Wn,k66","Wn,k67","Wn,k68","Wn,k69","Wn,k70","Wn,k71","Wn,k72","Wn,k73","Wn,k74","Wn,k75","Wn,k76","Wn,k77","Wn,k78","Wn,k79","Wn,k80","Wn,k81","Wn,k82","Wn,k83","Wn,k84","Wn,k85","Wn,k86","Wn,k87","Wn,k88","Wn,k89","Wn,k90","Wn,k91","Wn,k92","Wn,k93","Wn,k94","Wn,k95","Wn,k96","Wn,k97","Wn,k98","Wn,k99","Wn,k100"
90,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.43608E+19,-2.69065E+20,2.38841E+21,-1.33514E+22,5.26937E+22,-1.56001E+23,3.59275E+23,-6.58671E+23,9.755E+23,-1.17737E+24,1.16284E+24,-9.39811E+23,6.18992E+23,-3.29336E+23,1.39483E+23,-4.59538E+22,1.13564E+22,-1.9813E+21,2.17671E+20,-1.13291E+19,,,,,,,,,,
90,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78965E+18,-6.72792E+19,5.64145E+20,-2.96866E+21,1.0986E+22,-3.03613E+22,6.49394E+22,-1.09916E+23,1.49245E+23,-1.6378E+23,1.45605E+23,-1.04618E+23,6.03009E+22,-2.75038E+22,9.70855E+21,-2.55919E+21,4.74395E+20,-5.51841E+19,3.03172E+18,,,,,,,,,,
90,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.34434E+17,-1.56707E+19,1.23694E+20,-6.10333E+20,2.10842E+21,-5.41162E+21,1.06862E+22,-1.65827E+22,2.04725E+22,-2.02229E+22,1.59834E+22,-1.00501E+22,4.96595E+21,-1.88777E+21,5.33164E+20,-1.05421E+20,1.30296E+19,-7.5793E+17,,,,,,,,,,
90,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14667E+17,-3.38888E+18,2.50822E+19,-1.1553E+20,3.70659E+20,-8.7832E+20,1.59013E+21,-2.24356E+21,2.49323E+21,-2.1895E+21,1.51441E+21,-8.16321E+20,3.36179E+20,-1.02251E+20,2.16619E+19,-2.8558E+18,1.76504E+17,,,,,,,,,,
90,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57957E+16,-6.77896E+17,4.68365E+18,-2.00356E+19,5.9346E+19,-1.28929E+20,2.12229E+20,-2.69538E+20,2.66291E+20,-2.04649E+20,1.21345E+20,-5.45155E+19,1.7963E+19,-4.09819E+18,5.78878E+17,-3.81631E+16,,,,,,,,,,
90,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.03862E+15,-1.24897E+17,8.01424E+17,-3.16512E+18,8.59528E+18,-1.69783E+19,2.51569E+19,-2.84044E+19,2.45579E+19,-1.61793E+19,7.99561E+18,-2.87407E+18,7.10353E+17,-1.08057E+17,7.63261E+15,,,,,,,,,,
90,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64339E+15,-2.10901E+16,1.24939E+17,-4.52383E+17,1.11699E+18,-1.98607E+18,2.61619E+18,-2.58505E+18,1.91597E+18,-1.05205E+18,4.15984E+17,-1.12161E+17,1.84835E+16,-1.40601E+15,,,,,,,,,,
90,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73898E+14,-3.24517E+15,1.76253E+16,-5.80257E+16,1.28966E+17,-2.03859E+17,2.35004E+17,-1.99062E+17,1.22967E+17,-5.40239E+16,1.6023E+16,-2.88054E+15,2.37378E+14,,,,,,,,,,
90,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16047E+13,-4.51931E+14,2.23176E+15,-6.61362E+15,1.30679E+16,-1.80772E+16,1.78646E+16,-1.2612E+16,6.23353E+15,-2.05423E+15,4.0623E+14,-3.65197E+13,,,,,,,,,,
90,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72065E+12,-5.65002E+13,2.5115E+14,-6.61665E+14,1.14413E+15,-1.3568E+15,1.11752E+15,-6.31244E+14,2.34026E+14,-5.14215E+13,5.08502E+12,,,,,,,,,,
90,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.06253E+11,-6.27876E+12,2.48124E+13,-5.72065E+13,8.48002E+13,-8.38141E+13,5.52338E+13,-2.34026E+13,5.78492E+12,-6.35627E+11,,,,,,,,,,
90,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77515521435,-6.12653E+11,2.11876E+12,-4.18766E+12,5.17371E+12,-4.09139E+12,2.02245E+12,-5.7135E+11,70625252863,,,,,,,,,,
90,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7471375560,-51677014290,1.53207E+11,-2.52376E+11,2.49475E+11,-1.47984E+11,48773811240,-6890268572,,,,,,,,,,
90,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622614630,-3691738512,9122028300,-12022903200,8914709475,-3525817680,581106988,,,,,,,,,,
90,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43949268,-217191150,429389400,-424509975,209870100,-41507642,,,,,,,,,,
90,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2555190,-10103280,14982705,-9876240,2441626,,,,,,,,,,
90,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117480,-348435,344520,-113564,,,,,,,,,,
90,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4005,-7920,3916,,,,,,,,,,
90,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,-89,,,,,,,,,,
90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,
91,1,91,-4095,121485,-2672670,46504458,-666563898,8093990190,-84986896995,7.83768E+11,-6.4269E+12,4.73253E+13,-3.15502E+14,1.91728E+15,-1.0682E+16,5.48343E+16,-2.60463E+17,1.1491E+18,-4.72408E+18,1.81504E+19,-6.53415E+19,2.20917E+20,-7.02916E+20,2.10875E+21,-5.97479E+21,1.60124E+22,-4.06469E+22,9.78538E+22,-2.23666E+23,4.85895E+23,-1.00418E+24,1.97597E+24,-3.70495E+24,6.62399E+24,-1.12998E+25,1.84025E+25,-2.8626E+25,4.25522E+25,-6.0469E+25,8.21758E+25,-1.06828E+26,1.32884E+26,-1.58195E+26,1.80269E+26,-1.96657E+26,2.05398E+26,-2.05398E+26,1.96657E+26,-1.80269E+26,1.58195E+26,-1.32884E+26,1.06828E+26,-8.21758E+25,6.0469E+25,-4.25522E+25,2.8626E+25,-1.84025E+25,1.12998E+25,-6.62399E+24,3.70495E+24,-1.97597E+24,1.00418E+24,-4.85895E+23,2.23666E+23,-9.78538E+22,4.06469E+22,-1.60124E+22,5.97479E+21,-2.10875E+21,7.02916E+20,-2.20917E+20,6.53415E+19,-1.81504E+19,4.72408E+18,-1.1491E+18,2.60463E+17,-5.48343E+16,1.0682E+16,-1.91728E+15,3.15502E+14,-4.73253E+13,6.4269E+12,-7.83768E+11,84986896995,-8093990190,666563898,-46504458,2672670,-121485,4095,-91,1,,,,,,,,,
91,2,0,4095,-242970,8018010,-186017832,3332819490,-48563941140,5.94908E+11,-6.27014E+12,5.78421E+13,-4.73253E+14,3.47052E+15,-2.30074E+16,1.38866E+17,-7.6768E+17,3.90694E+18,-1.83856E+19,8.03094E+19,-3.26708E+20,1.24149E+21,-4.41833E+21,1.47612E+22,-4.63925E+22,1.3742E+23,-3.84298E+23,1.01617E+24,-2.5442E+24,6.03897E+24,-1.3605E+25,2.91213E+25,-5.92791E+25,1.14853E+26,-2.11968E+26,3.72892E+26,-6.25684E+26,1.00191E+27,-1.53188E+27,2.23735E+27,-3.12268E+27,4.16631E+27,-5.31537E+27,6.48602E+27,-7.57131E+27,8.45627E+27,-9.0375E+27,9.2429E+27,-9.04624E+27,8.47266E+27,-7.59338E+27,6.51133E+27,-5.34142E+27,4.19096E+27,-3.14439E+27,2.25527E+27,-1.54581E+27,1.01214E+27,-6.32786E+26,3.77568E+26,-2.14887E+26,1.16582E+26,-6.02509E+25,2.96396E+25,-1.38673E+25,6.16479E+24,-2.6014E+24,1.04081E+24,-3.94336E+23,1.41286E+23,-4.77983E+22,1.52432E+22,-4.57391E+21,1.28868E+21,-3.40134E+20,8.38844E+19,-1.92743E+19,4.11257E+18,-8.11832E+17,1.47631E+17,-2.46092E+16,3.7387E+15,-5.14152E+14,6.34852E+13,-6.96893E+12,6.71801E+11,-55991367432,3952878930,-229849620,10569195,-360360,8099,-90,,,,,,,,,
91,3,0,0,121485,-8018010,279026748,-6665638980,1.2141E+11,-1.78472E+12,2.19455E+13,-2.31368E+14,2.12964E+15,-1.73526E+16,1.26541E+17,-8.33196E+17,4.98992E+18,-2.73486E+19,1.37892E+20,-6.42475E+20,2.77701E+21,-1.11734E+22,4.19741E+22,-1.47612E+23,4.87121E+23,-1.51162E+24,4.41943E+24,-1.21941E+25,3.18025E+25,-7.85067E+25,1.83668E+26,-4.07698E+26,8.59547E+26,-1.7228E+27,3.2855E+27,-5.96627E+27,1.03238E+28,-1.70325E+28,2.68079E+28,-4.02723E+28,5.77696E+28,-7.91599E+28,1.0365E+29,-1.2972E+29,1.55212E+29,-1.77582E+29,1.94306E+29,-2.03344E+29,2.0354E+29,-1.94871E+29,1.78445E+29,-1.56272E+29,1.30865E+29,-1.04774E+29,8.01818E+28,-5.8637E+28,4.09639E+28,-2.73276E+28,1.74016E+28,-1.05719E+28,6.12428E+27,-3.38089E+27,1.7774E+27,-8.89187E+26,4.22952E+26,-1.91108E+26,8.19442E+25,-3.33059E+25,1.28159E+25,-4.66244E+24,1.60124E+24,-5.1827E+23,1.578E+23,-4.51038E+22,1.20748E+22,-3.01984E+21,7.0351E+20,-1.52165E+20,3.04437E+19,-5.60997E+18,9.47453E+17,-1.45809E+17,2.0309E+16,-2.53941E+15,2.82241E+14,-2.75438E+13,2.32364E+12,-1.66021E+11,9768608850,-454475385,15675660,-356356,4005,,,,,,,,,
91,4,0,0,0,2672670,-186017832,6665638980,-1.6188E+11,2.97454E+12,-4.3891E+13,5.39859E+14,-5.67904E+15,5.20579E+16,-4.21802E+17,3.05505E+18,-1.99597E+19,1.18511E+20,-6.43497E+20,3.21238E+21,-1.48107E+22,6.33159E+22,-2.51845E+23,9.34879E+23,-3.24747E+24,1.05814E+25,-3.24092E+25,9.3488E+25,-2.5442E+26,6.54222E+26,-1.59179E+27,3.66928E+27,-8.02244E+27,1.66537E+28,-3.2855E+28,6.16515E+28,-1.1012E+29,1.87357E+29,-3.03823E+29,4.69844E+29,-6.93235E+29,9.76306E+29,-1.3129E+30,1.68636E+30,-2.06949E+30,2.42695E+30,-2.72029E+30,2.91459E+30,-2.98526E+30,2.92307E+30,-2.73615E+30,2.44826E+30,-2.09384E+30,1.71131E+30,-1.33636E+30,9.96828E+29,-7.1004E+29,4.82788E+29,-3.13229E+29,1.93818E+29,-1.1432E+29,6.42368E+28,-3.43631E+28,1.74873E+28,-8.45904E+27,3.88587E+27,-1.69351E+27,6.99423E+26,-2.73406E+26,1.0102E+26,-3.52274E+25,1.15747E+25,-3.57679E+24,1.03739E+24,-2.81744E+23,7.14695E+22,-1.68842E+22,3.70269E+21,-7.50945E+20,1.40249E+20,-2.40022E+19,3.74244E+18,-5.28034E+17,6.68711E+16,-7.52644E+15,7.43684E+14,-6.35129E+13,4.59325E+12,-2.73521E+11,12876802575,-449368920,10334324,-117480,,,,,,,,,
91,5,0,0,0,0,46504458,-3332819490,1.2141E+11,-2.97454E+12,5.48638E+13,-8.09789E+14,9.93832E+15,-1.04116E+17,9.49055E+17,-7.63763E+18,5.48891E+19,-3.55532E+20,2.09136E+21,-1.12433E+22,5.55403E+22,-2.53264E+23,1.07034E+24,-4.20695E+24,1.54255E+25,-5.29068E+25,1.70148E+26,-5.14184E+26,1.46291E+27,-3.92533E+27,9.94869E+27,-2.38503E+28,5.41515E+28,-1.16576E+29,2.38199E+29,-4.62386E+29,8.53432E+29,-1.49886E+30,2.50654E+30,-3.99367E+30,6.0658E+30,-8.78675E+30,1.21443E+31,-1.60205E+31,2.01775E+31,-2.42695E+31,2.78829E+31,-3.06032E+31,3.20915E+31,-3.21537E+31,3.07817E+31,-2.8155E+31,2.46026E+31,-2.05357E+31,1.63705E+31,-1.24604E+31,9.05301E+30,-6.27625E+30,4.15029E+30,-2.61654E+30,1.5719E+30,-8.99316E+29,4.89674E+29,-2.53566E+29,1.24771E+29,-5.82881E+28,2.58261E+28,-1.08411E+28,4.30615E+27,-1.61631E+27,5.72444E+26,-1.90983E+26,5.99113E+25,-1.76356E+25,4.86009E+24,-1.25072E+24,2.99695E+23,-6.66483E+22,1.37047E+22,-2.59461E+21,4.5004E+20,-7.11064E+19,1.01647E+19,-1.30399E+18,1.48647E+17,-1.48737E+16,1.28614E+15,-9.41615E+13,5.67556E+12,-2.70413E+11,9549089550,-222187966,2555190,,,,,,,,,
91,6,0,0,0,0,0,666563898,-48563941140,1.78472E+12,-4.3891E+13,8.09789E+14,-1.1926E+16,1.45762E+17,-1.51849E+18,1.37477E+19,-1.09778E+20,7.8217E+20,-5.01927E+21,2.92326E+22,-1.55513E+23,7.59791E+23,-3.42509E+24,1.43036E+25,-5.55318E+25,2.01046E+26,-6.80592E+26,2.15957E+27,-6.43682E+27,1.80565E+28,-4.77537E+28,1.19252E+29,-2.81588E+29,6.29511E+29,-1.33391E+30,2.68184E+30,-5.12059E+30,9.29293E+30,-1.60418E+31,2.63582E+31,-4.12475E+31,6.15072E+31,-8.74389E+31,1.18551E+32,-1.53349E+32,1.89302E+32,-2.23064E+32,2.50947E+32,-2.69569E+32,2.76522E+32,-2.70879E+32,2.53395E+32,-2.26344E+32,1.93036E+32,-1.57156E+32,1.22111E+32,-9.05301E+31,6.40177E+31,-4.3163E+31,2.77354E+31,-1.69765E+31,9.89247E+30,-5.48435E+30,2.89066E+30,-1.44734E+30,6.87799E+29,-3.09913E+29,1.32261E+29,-5.33963E+28,2.03656E+28,-7.32729E+27,2.48277E+27,-7.90829E+26,2.36317E+26,-6.60972E+25,1.72599E+25,-4.19574E+24,9.46406E+23,-1.97348E+23,3.78813E+22,-6.6606E+21,1.0666E+21,-1.54503E+20,2.00814E+19,-2.3189E+18,2.35004E+17,-2.05782E+16,1.52542E+15,-9.30792E+13,4.48885E+12,-1.60425E+11,3777195422,-43949268,,,,,,,,,
91,7,0,0,0,0,0,0,8093990190,-5.94908E+11,2.19455E+13,-5.39859E+14,9.93832E+15,-1.45762E+17,1.77157E+18,-1.83303E+19,1.64667E+20,-1.30362E+21,9.202E+21,-5.84652E+22,3.36944E+23,-1.77285E+24,8.56273E+24,-3.8143E+25,1.5734E+26,-6.03137E+26,2.15521E+27,-7.19857E+27,2.25289E+28,-6.62073E+28,1.83056E+29,-4.77007E+29,1.17328E+30,-2.72788E+30,6.00261E+30,-1.25152E+31,2.47495E+31,-4.64646E+31,8.28829E+31,-1.40577E+32,2.26861E+32,-3.48541E+32,5.1006E+32,-7.11308E+32,9.45654E+32,-1.19891E+33,1.44991E+33,-1.67298E+33,1.84205E+33,-1.93565E+33,1.9413E+33,-1.85823E+33,1.69758E+33,-1.47994E+33,1.23106E+33,-9.76892E+32,7.3933E+32,-5.33481E+32,3.66885E+32,-2.40373E+32,1.49959E+32,-8.90323E+31,5.02732E+31,-2.69795E+31,1.37497E+31,-6.64872E+30,3.04748E+30,-1.32261E+30,5.42862E+29,-2.10444E+29,7.69365E+28,-2.64829E+28,8.56732E+27,-2.59948E+27,7.38085E+26,-1.95612E+26,4.8251E+25,-1.10414E+25,2.33529E+24,-4.54576E+23,8.10373E+22,-1.31547E+22,1.93128E+21,-2.54364E+20,2.97592E+19,-3.05505E+18,2.70946E+17,-2.03389E+16,1.25657E+15,-6.13477E+13,2.21921E+12,-52880735908,622614630,,,,,,,,,
91,8,0,0,0,0,0,0,0,84986896995,-6.27014E+12,2.31368E+14,-5.67904E+15,1.04116E+17,-1.51849E+18,1.83303E+19,-1.88191E+20,1.67608E+21,-1.31457E+22,9.18739E+22,-5.77619E+23,3.29243E+24,-1.71255E+25,8.17351E+25,-3.59634E+26,1.46476E+27,-5.54197E+27,1.9539E+28,-6.43682E+28,1.98622E+29,-5.75319E+29,1.56731E+30,-4.02268E+30,9.74243E+30,-2.22954E+31,4.82731E+31,-9.89981E+31,1.92496E+32,-3.55212E+32,6.22556E+32,-1.03708E+33,1.64312E+33,-2.47743E+33,3.55654E+33,-4.86336E+33,6.33711E+33,-7.87096E+33,9.32087E+33,-1.0526E+34,1.13374E+34,-1.16478E+34,1.14148E+34,-1.06705E+34,9.51391E+33,-8.08981E+33,6.55913E+33,-5.06969E+33,3.73437E+33,-2.62061E+33,1.75129E+33,-1.11398E+33,6.74101E+32,-3.87822E+32,2.11982E+32,-1.09998E+32,5.41396E+31,-2.52505E+31,1.11477E+31,-4.6531E+30,1.83387E+30,-6.81438E+29,2.38346E+29,-7.83298E+28,2.41381E+28,-6.95909E+27,1.87229E+27,-4.68724E+26,1.08837E+26,-2.33529E+25,4.6107E+24,-8.33526E+23,1.37185E+23,-2.04164E+22,2.72533E+21,-3.231E+20,3.36056E+19,-3.01911E+18,2.29539E+17,-1.43608E+16,7.0988E+14,-2.59964E+13,6.27014E+11,-7471375560,,,,,,,,,
91,9,0,0,0,0,0,0,0,0,7.83768E+11,-5.78421E+13,2.12964E+15,-5.20579E+16,9.49055E+17,-1.37477E+19,1.64667E+20,-1.67608E+21,1.47889E+22,-1.14842E+23,7.94226E+23,-4.93864E+24,2.78289E+25,-1.43036E+26,6.74315E+26,-2.92952E+27,1.17767E+28,-4.39627E+28,1.52874E+29,-4.96555E+29,1.51021E+30,-4.31009E+30,1.15652E+31,-2.92273E+31,6.96732E+31,-1.56888E+32,3.34119E+32,-6.73737E+32,1.28764E+33,-2.33459E+33,4.01868E+33,-6.57249E+33,1.02194E+34,-1.51153E+34,2.12772E+34,-2.8517E+34,3.64032E+34,-4.42741E+34,5.13144E+34,-5.6687E+34,5.96949E+34,-5.99279E+34,5.73539E+34,-5.23265E+34,4.55052E+34,-3.7715E+34,2.97844E+34,-2.24062E+34,1.60512E+34,-1.09456E+34,7.10163E+33,-4.38166E+33,2.56932E+33,-1.43088E+33,7.56236E+32,-3.78977E+32,1.7991E+32,-8.08209E+31,3.43166E+31,-1.3754E+31,5.19596E+30,-1.84718E+30,6.16847E+29,-1.93105E+29,5.65426E+28,-1.54464E+28,3.92556E+27,-9.25112E+26,2.01419E+26,-4.03436E+25,7.39754E+24,-1.23466E+24,1.863E+23,-2.52093E+22,3.02906E+21,-3.19253E+20,2.9059E+19,-2.238E+18,1.41813E+17,-7.0988E+15,2.63214E+14,-6.4269E+12,77515521435,,,,,,,,,
91,10,0,0,0,0,0,0,0,0,0,6.4269E+12,-4.73253E+14,1.73526E+16,-4.21802E+17,7.63763E+18,-1.09778E+20,1.30362E+21,-1.31457E+22,1.14842E+23,-8.82473E+23,6.03612E+24,-3.71051E+25,2.06608E+26,-1.04893E+27,4.88254E+27,-2.09363E+28,8.30407E+28,-3.05749E+29,1.04828E+30,-3.35602E+30,1.00569E+31,-2.82705E+31,7.4692E+31,-1.85795E+32,4.35799E+32,-9.65232E+32,2.02121E+33,-4.00601E+33,7.52256E+33,-1.33956E+34,2.26386E+34,-3.63357E+34,5.54228E+34,-8.03806E+34,1.10899E+35,-1.45613E+35,1.82016E+35,-2.16661E+35,2.45644E+35,-2.65311E+35,2.73005E+35,-2.67652E+35,2.50004E+35,-2.2247E+35,1.88575E+35,-1.52231E+35,1.1701E+35,-8.56066E+34,5.95925E+34,-3.94535E+34,2.48294E+34,-1.4845E+34,8.42627E+33,-4.53742E+33,2.31597E+33,-1.11944E+33,5.11865E+32,-2.21152E+32,9.01653E+31,-3.46398E+31,1.25198E+31,-4.24939E+30,1.35173E+30,-4.02081E+29,1.11557E+29,-2.87874E+28,6.88695E+27,-1.52183E+27,3.09301E+26,-5.75365E+25,9.7401E+24,-1.4904E+24,2.04476E+23,-2.49056E+22,2.66044E+21,-2.45387E+20,1.91474E+19,-1.22904E+18,6.23117E+16,-2.33968E+15,5.78421E+13,-7.06253E+11,,,,,,,,,
91,11,0,0,0,0,0,0,0,0,0,0,4.73253E+13,-3.47052E+15,1.26541E+17,-3.05505E+18,5.48891E+19,-7.8217E+20,9.202E+21,-9.18739E+22,7.94226E+23,-6.03612E+24,4.08157E+25,-2.4793E+26,1.36361E+27,-6.83555E+27,3.14045E+28,-1.32865E+29,5.19773E+29,-1.88691E+30,6.37645E+30,-2.01138E+31,5.93681E+31,-1.64322E+32,4.27329E+32,-1.04592E+33,2.41308E+33,-5.25515E+33,1.08162E+34,-2.10632E+34,3.88473E+34,-6.79157E+34,1.12641E+35,-1.77353E+35,2.65256E+35,-3.77058E+35,5.09644E+35,-6.55257E+35,8.01644E+35,-9.33446E+35,1.03471E+36,-1.09202E+36,1.09737E+36,-1.05002E+36,9.5662E+35,-8.2973E+35,6.85042E+35,-5.38247E+35,4.02351E+35,-2.86044E+35,1.93322E+35,-1.24147E+35,7.57093E+34,-4.38166E+34,2.40483E+34,-1.25063E+34,6.15692E+33,-2.86645E+33,1.26056E+33,-5.22958E+32,2.04375E+32,-7.51188E+31,2.59213E+31,-8.38074E+30,2.53311E+30,-7.13965E+29,1.87118E+29,-4.54539E+28,1.01963E+28,-2.10325E+27,3.97002E+26,-6.81807E+25,1.05818E+25,-1.47222E+24,1.81811E+23,-1.96873E+22,1.8404E+21,-1.4552E+20,9.46364E+18,-4.86031E+17,1.84835E+16,-4.62737E+14,5.72065E+12,,,,,,,,,
